State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,climate_state_abbr,climate_stations_used,state_ANN-TAVG-NORMAL,state_ANN-TMIN-NORMAL,state_ANN-TMAX-NORMAL,state_ANN-PRCP-NORMAL,em_FIPS,em_EPA_REGION,em_TOTAL_EMISSIONS_TON,em_POLLUTANT_COUNT,em_FACILITY_COUNT,em_TOP_POLLUTANT,em_TOP_POLLUTANT_EMISSIONS_TON,em_TOP_POLLUTANT_SHARE_PCT,em_TOP_FACILITY_TYPE,em_TOP_FACILITY_TYPE_EMISSIONS_TON,em_TOP_FACILITY,em_TOP_FACILITY_EMISSIONS_TON,health_heat_deaths_year,health_heat_related_deaths,health_heat_related_deaths_status,health_air_toxics_year,health_county_total_cancer_risk_per_million,health_county_pollutant_count,health_county_top_pollutant,health_county_top_pollutant_risk_per_million,health_state_mean_county_total_cancer_risk_per_million,health_state_max_county_total_cancer_risk_per_million,health_state_top_county_by_cancer_risk,health_state_top_county_cancer_risk_per_million,health_state_top_pollutant_statewide
Idaho,Bannock,2020,362,284,72,2,4,0,0,165,61,38,0,0,135,165,62,ID,227,45.9202,33.1431,58.7009,26.7959,16005,10,328.614615,76,8,Nitrogen Oxides,196.100524,59.67,Rail Yard,210.394042,POCATELLO,157.795524,2020,,suppressed,2019,12.3,7,Formaldehyde,7.3,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Benewah,2020,366,218,139,2,3,3,1,492,69,42,0,0,0,366,0,ID,227,45.9202,33.1431,58.7009,26.7959,16009,10,225.869405,44,2,Carbon Monoxide,91.87447,40.68,Lumber/Sawmill,185.251383,POTLATCHDELTIC LAND AND LUMBER LLC - ST. MARIES LUMBER DRYING DIVISION,185.251383,2020,,suppressed,2019,19.3,7,Formaldehyde,12.2,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Blaine,2020,365,323,34,6,2,0,0,172,53,19,0,0,0,365,0,ID,227,45.9202,33.1431,58.7009,26.7959,16013,10,109.280284,42,7,Carbon Monoxide,88.735382,81.2,Airport,109.280284,Friedman Memorial,73.282702,2020,,suppressed,2019,9.9,7,Formaldehyde,5.7,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Boise,2020,366,199,155,6,5,1,0,223,72,46,0,0,0,366,0,ID,227,45.9202,33.1431,58.7009,26.7959,16015,10,21.905051,40,3,Carbon Monoxide,19.680176,89.84,Airport,21.905051,GARDEN VALLEY,10.876174,2020,,suppressed,2019,12.7,7,Formaldehyde,8.2,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Bonner,2020,365,283,72,5,5,0,0,190,58,32,0,0,0,316,49,ID,227,45.9202,33.1431,58.7009,26.7959,16017,10,598.644486,62,11,Carbon Monoxide,250.064283,41.77,Compressor Station,237.62691,"GAS TRANSMISSION NORTHWEST, LLC - COMPRESSOR STATION 04, SAMUELS",237.62691,2020,,suppressed,2019,22.2,7,Formaldehyde,14.0,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Bonneville,2020,362,298,59,1,4,0,0,155,56,28,0,0,0,362,0,ID,227,45.9202,33.1431,58.7009,26.7959,16019,10,496.774969,56,5,Carbon Monoxide,116.842274,23.52,Breweries/Distilleries/Wineries,342.180125,BUSCH AG RESOURCES INC - MALT PLANT,342.180125,2020,,suppressed,2019,14.6,7,Formaldehyde,8.1,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Butte,2020,364,334,28,1,1,0,0,152,50,40,0,0,352,12,0,ID,227,45.9202,33.1431,58.7009,26.7959,16023,10,36.253372,43,5,Carbon Monoxide,31.575898,87.1,Airport,35.698382,Arco-Butte County,22.98429,2020,,suppressed,2019,9.2,7,Formaldehyde,5.4,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Canyon,2020,366,210,140,10,6,0,0,158,76,42,0,0,0,352,14,ID,227,45.9202,33.1431,58.7009,26.7959,16027,10,3788.872642,79,11,Carbon Monoxide,2456.261467,64.83,Sugar Mill,2792.822648,AMALGAMATED SUGAR COMPANY - NAMPA,2792.822648,2020,,suppressed,2019,18.3,7,Formaldehyde,10.5,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Custer,2020,115,105,7,3,0,0,0,126,38,7,0,0,0,115,0,ID,227,45.9202,33.1431,58.7009,26.7959,16037,10,71.212537,40,8,Carbon Monoxide,59.350523,83.34,Airport,71.212387,Challis,49.613444,2020,,suppressed,2019,9.5,7,Formaldehyde,5.5,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Franklin,2020,365,297,65,2,1,0,0,162,58,26,0,0,0,365,0,ID,227,45.9202,33.1431,58.7009,26.7959,16041,10,22.239904,40,1,Carbon Monoxide,19.631425,88.27,Airport,22.239904,Preston,22.239904,2020,,suppressed,2019,11.5,7,Formaldehyde,7.0,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Idaho,2020,366,244,113,3,5,1,0,209,64,40,0,0,127,239,0,ID,227,45.9202,33.1431,58.7009,26.7959,16049,10,533.537159,76,16,Carbon Monoxide,146.003434,27.37,Lumber/Sawmill,420.855006,IDAHO FOREST GROUP LLC - BENNETT-GRANGEVILLE,420.855006,2020,,suppressed,2019,15.2,7,Formaldehyde,9.8,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Jerome,2020,213,213,0,0,0,0,0,49,26,13,0,0,0,213,0,ID,227,45.9202,33.1431,58.7009,26.7959,16053,10,88.267744,40,2,Carbon Monoxide,79.21517,89.74,Airport,88.267744,Jerome County,79.382876,2020,,suppressed,2019,13.7,7,Formaldehyde,8.5,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Kootenai,2020,354,288,58,1,2,4,1,518,55,26,0,0,0,354,0,ID,227,45.9202,33.1431,58.7009,26.7959,16055,10,1498.499545,90,13,Carbon Monoxide,699.339013,46.67,Airport,413.064864,IDAHO FOREST GROUP LLC - CHILCO,410.485108,2020,,suppressed,2019,22.4,7,Formaldehyde,13.5,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Latah,2020,361,319,35,0,1,4,2,415,52,21,0,0,0,361,0,ID,227,45.9202,33.1431,58.7009,26.7959,16057,10,508.029613,73,2,Carbon Monoxide,177.67978,34.97,Lumber/Sawmill,308.778615,BENNETT LUMBER PRODUCTS,308.778615,2020,,suppressed,2019,16.3,7,Formaldehyde,10.2,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Lemhi,2020,365,194,160,8,3,0,0,168,80,46,0,0,0,365,0,ID,227,45.9202,33.1431,58.7009,26.7959,16059,10,75.114132,41,4,Carbon Monoxide,62.056185,82.62,Airport,75.114132,Lemhi County,72.509959,2020,,suppressed,2019,11.2,7,Formaldehyde,6.7,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Nez Perce,2020,366,279,76,4,0,6,1,475,63,28,0,0,0,366,0,ID,227,45.9202,33.1431,58.7009,26.7959,16069,10,4544.767582,82,6,Carbon Monoxide,1482.669216,32.62,Pulp and Paper Plant,4225.847305,CLEARWATER PAPER CORP - PPD & CPD,4225.847305,2020,,suppressed,2019,17.4,7,Formaldehyde,10.6,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Shoshone,2020,366,221,138,0,3,3,1,440,68,41,0,0,0,364,2,ID,227,45.9202,33.1431,58.7009,26.7959,16079,10,39.540466,49,5,Carbon Monoxide,23.349523,59.05,Airport,26.981238,Shoshone County,23.611493,2020,,suppressed,2019,18.7,7,Formaldehyde,11.7,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Twin Falls,2020,364,313,44,3,4,0,0,163,56,24,0,0,0,364,0,ID,227,45.9202,33.1431,58.7009,26.7959,16083,10,3546.815593,56,4,Carbon Monoxide,1890.199459,53.29,Sugar Mill,3353.873838,AMALGAMATED SUGAR COMPANY - TWIN FALLS,3353.873838,2020,,suppressed,2019,13.1,7,Formaldehyde,8.0,13.9136,22.4,Kootenai,22.4,Formaldehyde
Idaho,Valley,2020,329,205,117,5,1,1,0,211,68,40,0,0,0,329,0,ID,227,45.9202,33.1431,58.7009,26.7959,16085,10,232.964335,40,15,Carbon Monoxide,200.044695,85.87,Airport,232.964335,Mc Call,134.886683,2020,,suppressed,2019,12.5,7,Formaldehyde,7.8,13.9136,22.4,Kootenai,22.4,Formaldehyde
Illinois,Adams,2020,244,220,24,0,0,0,0,84,50,38,0,0,244,0,0,IL,391,52.2029,42.1394,62.2693,43.1494,17001,5,3762.155759,67,38,Volatile Organic Compounds,1627.505404,43.26,Food Products Processing Plant,2296.574729,ADM Quincy,2295.779415,2020,,suppressed,2019,18.4,7,Formaldehyde,11.8,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Champaign,2020,366,250,114,2,0,0,0,126,61,44,0,0,156,210,0,IL,391,52.2029,42.1394,62.2693,43.1494,17019,5,1586.011797,69,68,Carbon Monoxide,395.106865,24.91,Unspecified,697.643697,University of Illinois,345.698796,2020,,suppressed,2019,18.0,7,Formaldehyde,11.1,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Clark,2020,363,347,16,0,0,0,0,97,45,31,0,0,363,0,0,IL,391,52.2029,42.1394,62.2693,43.1494,17023,5,208.926102,52,18,Volatile Organic Compounds,77.792311,37.23,Unspecified,102.906416,ID Castings of Illinois LLC,63.967574,2020,,suppressed,2019,17.7,7,Formaldehyde,11.3,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Cook,2020,366,86,260,16,4,0,0,164,84,58,0,5,73,263,25,IL,391,52.2029,42.1394,62.2693,43.1494,17031,5,40505.141795,126,1100,Carbon Monoxide,14893.203128,36.77,Steel Mill,8547.020038,Cleveland-Cliffs Riverdale LLC,8315.141683,2020,,suppressed,2019,23.3,7,Formaldehyde,11.9,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,DuPage,2020,366,213,149,3,1,0,0,154,64,47,0,0,114,252,0,IL,391,52.2029,42.1394,62.2693,43.1494,17043,5,3800.564279,84,262,Carbon Monoxide,1108.697059,29.17,Unspecified,1745.557224,Aurora Generation LLC,447.742339,2020,,suppressed,2019,25.0,7,Formaldehyde,11.7,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Effingham,2020,166,156,10,0,0,0,0,84,48,37,0,0,166,0,0,IL,391,52.2029,42.1394,62.2693,43.1494,17049,5,485.17308,58,32,Volatile Organic Compounds,271.120479,55.88,Unspecified,265.583666,Three Z Printing Co,174.580942,2020,,suppressed,2019,18.8,7,Formaldehyde,12.0,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Hamilton,2020,353,223,129,1,0,0,0,118,61,46,0,0,94,259,0,IL,391,52.2029,42.1394,62.2693,43.1494,17065,5,92.643997,45,9,PM10 Primary (Filt + Cond),34.343421,37.07,Unspecified,89.032683,Hamilton Co Coal LLC,54.152408,2020,,suppressed,2019,19.3,7,Formaldehyde,12.7,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Jersey,2020,358,258,99,1,0,0,0,112,58,44,0,0,144,214,0,IL,391,52.2029,42.1394,62.2693,43.1494,17083,5,20.249577,9,8,Volatile Organic Compounds,10.319511,50.96,Unspecified,9.160596,Medford Oil Co,7.359759,2020,,suppressed,2019,20.8,7,Formaldehyde,13.7,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Jo Daviess,2020,353,337,16,0,0,0,0,87,44,32,0,0,353,0,0,IL,391,52.2029,42.1394,62.2693,43.1494,17085,5,1829.877917,62,25,Ammonia,575.812823,31.47,Fertilizer Plant,1557.074082,East Dubuque Nitrogen Fertilizers LLC,1557.074082,2020,,suppressed,2019,15.3,7,Formaldehyde,9.0,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Kane,2020,279,204,68,6,1,0,0,161,66,42,0,0,193,86,0,IL,391,52.2029,42.1394,62.2693,43.1494,17089,5,2261.787562,80,186,Volatile Organic Compounds,694.717177,30.72,Unspecified,1145.773381,Dart Container Corp of Illinois,279.468054,2020,,suppressed,2019,19.1,7,Formaldehyde,10.5,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Lake,2020,241,199,31,10,1,0,0,185,74,39,0,0,241,0,0,IL,391,52.2029,42.1394,62.2693,43.1494,17097,5,4857.193898,87,160,Carbon Monoxide,1271.254853,26.17,Electricity Generation via Combustion,2203.267104,Waukegan Electric Generating Station,1791.30427,2020,,suppressed,2019,19.9,7,Formaldehyde,10.5,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Macon,2020,362,214,148,0,0,0,0,90,60,46,0,0,100,262,0,IL,391,52.2029,42.1394,62.2693,43.1494,17115,5,27067.130226,94,53,Sulfur Dioxide,9845.690829,36.38,Ethanol Biorefineries/Soy Biodiesel,18492.517166,Archer Daniels Midland Co,18492.517166,2020,,suppressed,2019,19.4,7,Formaldehyde,12.0,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Macoupin,2020,364,346,18,0,0,0,0,93,45,31,0,129,235,0,0,IL,391,52.2029,42.1394,62.2693,43.1494,17117,5,109.905032,53,16,PM10 Primary (Filt + Cond),30.339915,27.61,Unspecified,71.92543,Georgia Pacific Corrugated LLC,21.482478,2020,,suppressed,2019,19.0,7,Formaldehyde,12.4,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Madison,2020,365,129,233,3,0,0,0,112,71,54,0,0,91,273,1,IL,391,52.2029,42.1394,62.2693,43.1494,17119,5,27232.87627,85,129,Carbon Monoxide,15836.109071,58.15,Steel Mill,15348.370392,Granite City Works of United States Steel Corp,14918.46824,2020,,suppressed,2019,22.8,7,Formaldehyde,14.8,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,McHenry,2020,334,192,133,9,0,0,0,147,62,47,0,0,107,227,0,IL,391,52.2029,42.1394,62.2693,43.1494,17111,5,1402.663226,71,110,Carbon Monoxide,485.289804,34.6,Unspecified,436.742641,ANR Pipeline Co,226.342403,2020,,suppressed,2019,17.2,7,Formaldehyde,9.7,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,McLean,2020,364,207,154,3,0,0,0,136,61,48,0,0,111,253,0,IL,391,52.2029,42.1394,62.2693,43.1494,17113,5,1684.983446,70,59,Volatile Organic Compounds,573.793087,34.05,Food Products Processing Plant,800.921579,Cargill Inc,800.921579,2020,,suppressed,2019,17.6,7,Formaldehyde,10.8,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Peoria,2020,364,247,116,1,0,0,0,115,61,44,0,0,169,195,0,IL,391,52.2029,42.1394,62.2693,43.1494,17143,5,15571.720921,82,73,Sulfur Dioxide,6595.656432,42.36,Electricity Generation via Combustion,11537.968469,Illinois Power Resources Generating LLC,11385.839957,2020,,suppressed,2019,19.1,7,Formaldehyde,11.4,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Randolph,2020,366,243,121,2,0,0,0,103,59,44,0,0,113,253,0,IL,391,52.2029,42.1394,62.2693,43.1494,17157,5,4538.933502,66,25,Nitrogen Oxides,1878.115073,41.38,Electricity Generation via Combustion,4150.762649,Dynegy Midwest Generation LLC,4150.762649,2020,,suppressed,2019,22.1,7,Formaldehyde,14.4,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Rock Island,2020,355,234,120,1,0,0,0,102,61,43,0,0,109,246,0,IL,391,52.2029,42.1394,62.2693,43.1494,17161,5,1777.327218,87,72,Volatile Organic Compounds,495.13752,27.86,Unspecified,599.990049,3M Cordova,290.373189,2020,,suppressed,2019,18.1,7,Formaldehyde,10.7,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Saint Clair,2020,365,260,105,0,0,0,0,100,60,42,0,73,111,181,0,IL,391,52.2029,42.1394,62.2693,43.1494,,,,,,,,,,,,,2020,,suppressed,2019,,,,,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Sangamon,2020,364,254,110,0,0,0,0,97,58,44,0,0,153,211,0,IL,391,52.2029,42.1394,62.2693,43.1494,17167,5,2302.199486,76,56,Carbon Monoxide,616.975923,26.8,Electricity Generation via Combustion,1329.788181,City Water Light & Power,1329.709141,2020,,suppressed,2019,19.9,7,Formaldehyde,12.0,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Will,2020,363,183,176,3,1,0,0,156,64,50,0,0,79,284,0,IL,391,52.2029,42.1394,62.2693,43.1494,17197,5,14191.562046,101,225,Nitrogen Oxides,3401.626493,23.97,Petroleum Refinery,6122.967814,Exxon Mobil Oil Corp,4416.271893,2020,,suppressed,2019,19.8,7,Formaldehyde,10.8,18.599,25.0,DuPage,25.0,Formaldehyde
Illinois,Winnebago,2020,366,205,160,1,0,0,0,101,64,47,0,0,84,282,0,IL,391,52.2029,42.1394,62.2693,43.1494,17201,5,3501.175796,83,131,Volatile Organic Compounds,601.166318,17.17,Unspecified,1106.498348,Gunite Corp,1026.909936,2020,,suppressed,2019,17.5,7,Formaldehyde,9.7,18.599,25.0,DuPage,25.0,Formaldehyde
Indiana,Allen,2020,366,232,132,2,0,0,0,120,61,45,0,0,150,216,0,IN,259,52.5723,42.5532,62.5894,45.8537,18003,5,3111.71907,83,25,Volatile Organic Compounds,1689.7409,54.3,Automobile/Truck or Parts Plant,2060.919196,General Motors LLC Fort Wayne Assembly,2060.845827,2020,,suppressed,2019,18.9,7,Formaldehyde,10.9,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Bartholomew,2020,366,275,91,0,0,0,0,97,57,41,0,0,191,175,0,IN,259,52.5723,42.5532,62.5894,45.8537,18005,5,759.232474,83,16,Volatile Organic Compounds,208.965984,27.52,Unspecified,403.559951,Columbus Muni,182.607289,2020,,suppressed,2019,20.9,7,Formaldehyde,13.2,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Boone,2020,352,330,20,2,0,0,0,101,48,32,0,0,352,0,0,IN,259,52.5723,42.5532,62.5894,45.8537,18011,5,113.769907,41,3,Carbon Monoxide,100.932836,88.72,Airport,113.760307,Indianapolis Terry,106.86743,2020,,suppressed,2019,18.8,7,Formaldehyde,11.5,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Brown,2020,364,349,15,0,0,0,0,80,44,33,0,0,364,0,0,IN,259,52.5723,42.5532,62.5894,45.8537,,,,,,,,,,,,,2020,,suppressed,2019,,,,,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Carroll,2020,364,352,12,0,0,0,0,100,44,31,0,0,364,0,0,IN,259,52.5723,42.5532,62.5894,45.8537,18015,5,28.044929,50,4,Carbon Monoxide,24.755598,88.27,Airport,27.554332,Delphi Muni,20.759211,2020,,suppressed,2019,16.7,7,Formaldehyde,10.2,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Clark,2020,366,186,180,0,0,0,0,92,62,50,0,0,77,289,0,IN,259,52.5723,42.5532,62.5894,45.8537,18019,5,4539.833052,78,8,Carbon Monoxide,1702.906217,37.51,Portland Cement Manufacturing,3631.570641,Lehigh Cement Company LLC,3631.570641,2020,,suppressed,2019,24.9,7,Formaldehyde,15.8,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Delaware,2020,365,303,62,0,0,0,0,97,55,35,0,0,291,74,0,IN,259,52.5723,42.5532,62.5894,45.8537,18035,5,175.394551,56,10,Carbon Monoxide,114.625354,65.35,Airport,122.746372,Delaware County - Johns,106.306538,2020,,suppressed,2019,18.6,7,Formaldehyde,11.4,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Dubois,2020,123,78,45,0,0,0,0,71,59,44,0,0,0,121,2,IN,259,52.5723,42.5532,62.5894,45.8537,18037,5,2427.028606,85,13,Volatile Organic Compounds,939.000983,38.69,"Woodwork, Furniture, Millwork Manufacturing",1287.508702,ANR PIPELINE CO CELESTINE COMPRESSOR ST,913.478136,2020,,suppressed,2019,21.0,7,Formaldehyde,13.8,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Elkhart,2020,366,254,110,0,2,0,0,161,58,42,0,0,139,227,0,IN,259,52.5723,42.5532,62.5894,45.8537,18039,5,2483.139237,74,50,Volatile Organic Compounds,961.13564,38.71,Unspecified,945.728302,ELKHART,422.954058,2020,,suppressed,2019,17.1,7,Formaldehyde,10.0,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Floyd,2020,363,347,15,1,0,0,0,143,44,32,0,0,363,0,0,IN,259,52.5723,42.5532,62.5894,45.8537,18043,5,407.525961,28,4,Sulfur Dioxide,246.06,60.38,Electricity Generation via Combustion,407.206931,"Duke Energy Indiana, LLC-Gallagher Gene",407.206931,2020,,suppressed,2019,25.2,7,Formaldehyde,15.8,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Greene,2020,361,312,49,0,0,0,0,90,54,36,0,0,292,69,0,IN,259,52.5723,42.5532,62.5894,45.8537,18055,5,178.688477,45,5,Sulfur Dioxide,56.442341,31.59,Electricity Generation via Combustion,97.35859,Worthington Generating Station,97.35859,2020,,suppressed,2019,18.8,7,Formaldehyde,12.2,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Hamilton,2020,366,247,119,0,0,0,0,97,59,44,0,0,155,211,0,IN,259,52.5723,42.5532,62.5894,45.8537,18057,5,243.135582,44,9,Carbon Monoxide,111.863074,46.01,Airport,132.311252,Indianapolis Metropolit,85.015099,2020,,suppressed,2019,20.9,7,Formaldehyde,12.5,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Hendricks,2020,366,348,18,0,0,0,0,87,45,32,0,0,366,0,0,IN,259,52.5723,42.5532,62.5894,45.8537,18063,5,2150.307321,60,7,Carbon Monoxide,1184.076467,55.07,Steel Mill,1852.91641,Steel Dynamics Incorporated Engineered,1852.91641,2020,,suppressed,2019,20.3,7,Formaldehyde,12.5,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Henry,2020,118,87,31,0,0,0,0,67,57,39,0,0,0,118,0,IN,259,52.5723,42.5532,62.5894,45.8537,18065,5,154.483684,56,5,Nitrogen Oxides,131.01832,84.81,Electricity Generation via Combustion,127.15075,Duke Energy Indiana LLC - Henry County,127.15075,2020,,suppressed,2019,18.0,7,Formaldehyde,11.3,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Howard,2020,366,266,99,1,0,0,0,108,58,42,0,0,207,159,0,IN,259,52.5723,42.5532,62.5894,45.8537,18067,5,400.78474,54,7,Carbon Monoxide,135.130097,33.72,Steel Mill,193.325741,HAYNES INTERNATIONAL INC,193.325741,2020,,suppressed,2019,17.3,7,Formaldehyde,10.5,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Knox,2020,351,328,22,1,0,0,0,105,48,33,0,0,351,0,0,IN,259,52.5723,42.5532,62.5894,45.8537,18083,5,2005.373683,58,5,Nitrogen Oxides,860.950618,42.93,Electricity Generation via Combustion,1905.122277,Duke Energy Indiana LLC Edwardsport Gen,1137.042005,2020,,suppressed,2019,19.3,7,Formaldehyde,12.5,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,LaPorte,2020,366,291,68,6,1,0,0,154,63,38,0,0,309,57,0,IN,259,52.5723,42.5532,62.5894,45.8537,18091,5,3138.919086,65,20,Nitrogen Oxides,817.908139,26.06,Electricity Generation via Combustion,2276.880987,Northern Indiana Public Service Company LLC - Michigan City Generating Station,2276.880987,2020,,suppressed,2019,17.1,7,Formaldehyde,10.0,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Lake,2020,366,161,199,6,0,0,0,136,68,52,0,1,86,275,4,IN,259,52.5723,42.5532,62.5894,45.8537,18089,5,133922.053923,101,71,Carbon Monoxide,91304.69335,68.18,Steel Mill,116783.108162,US STEEL GARY WORKS,60042.009126,2020,,suppressed,2019,18.9,7,Formaldehyde,10.9,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Madison,2020,366,233,133,0,0,0,0,97,59,44,0,0,127,239,0,IN,259,52.5723,42.5532,62.5894,45.8537,18095,5,117.976738,51,7,Carbon Monoxide,72.023215,61.05,Airport,81.361712,Anderson Municipal-Darl,61.821827,2020,,suppressed,2019,18.9,7,Formaldehyde,11.5,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Marion,2020,366,110,250,6,0,0,0,144,72,55,0,0,56,309,1,IN,259,52.5723,42.5532,62.5894,45.8537,18097,5,7959.002671,87,46,Nitrogen Oxides,3004.756804,37.75,Municipal Waste Combustor,1891.517791,COVANTA INDIANAPOLIS INC,1891.517791,2020,,suppressed,2019,22.3,7,Formaldehyde,13.5,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Monroe,2020,357,240,117,0,0,0,0,72,57,41,0,0,0,357,0,IN,259,52.5723,42.5532,62.5894,45.8537,18105,5,353.891423,80,6,Carbon Monoxide,127.781263,36.11,"Institutional (school, hospital, prison, etc.)",281.6698,INDIANA UNIVERSITY,281.6698,2020,,suppressed,2019,22.4,7,Formaldehyde,13.7,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Perry,2020,366,352,13,1,0,0,0,105,45,34,0,0,366,0,0,IN,259,52.5723,42.5532,62.5894,45.8537,18123,5,2705.223206,50,3,Carbon Monoxide,1750.533877,64.71,"Foundries, Iron and Steel",2688.34449,Waupaca Foundry Inc,2688.34449,2020,,suppressed,2019,22.7,7,Formaldehyde,15.4,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Porter,2020,366,247,113,5,1,0,0,151,61,43,0,0,193,165,8,IN,259,52.5723,42.5532,62.5894,45.8537,18127,5,76754.223052,71,25,Carbon Monoxide,45506.874052,59.29,Steel Mill,75875.481441,Cleveland-Cliffs Burns Harbor LLC,75182.208856,2020,,suppressed,2019,17.4,7,Formaldehyde,10.2,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Posey,2020,355,336,18,1,0,0,0,112,45,31,0,0,355,0,0,IN,259,52.5723,42.5532,62.5894,45.8537,18129,5,11560.735578,63,9,Sulfur Dioxide,4040.481193,34.95,Electricity Generation via Combustion,6998.12702,Sigeco AB Brown South Indiana Gas & Ele,6998.12702,2020,,suppressed,2019,20.4,7,Formaldehyde,13.4,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Shelby,2020,366,347,18,1,0,0,0,115,46,32,0,0,366,0,0,IN,259,52.5723,42.5532,62.5894,45.8537,18145,5,3649.644095,75,11,Volatile Organic Compounds,595.936315,16.33,Mineral Wool Plant,2143.58155,Knauf Insulation Incorporated,2143.58155,2020,,suppressed,2019,19.5,7,Formaldehyde,12.2,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,Spencer,2020,122,80,42,0,0,0,0,67,58,42,0,0,0,122,0,IN,259,52.5723,42.5532,62.5894,45.8537,18147,5,11210.91651,43,4,Sulfur Dioxide,6816.972544,60.81,Electricity Generation via Combustion,10653.179448,INDIANA MICHIGAN POWER DBA AEP ROCKPO,10653.179448,2020,,suppressed,2019,21.5,7,Formaldehyde,14.3,18.8348,25.2,Floyd,25.2,Formaldehyde
Indiana,St. Joseph,2020,366,207,154,4,1,0,0,166,65,47,0,0,137,229,0,IN,259,52.5723,42.5532,62.5894,45.8537,18141,5,1892.496192,62,21,Nitrogen Oxides,493.345551,26.07,Electricity Generation via Combustion,672.580918,St. Joseph Energy Center LLC,672.580918,2020,,suppressed,2019,17.8,7,Formaldehyde,10.3,18.8348,25.2,Floyd,25.2,Formaldehyde
